,Employee_ID,Age,Gender,Job_Role,Industry,Years_of_Experience,Work_Location,Hours_Worked_Per_Week,Number_of_Virtual_Meetings,Work_Life_Balance_Rating,Stress_Level,Mental_Health_Condition,Access_to_Mental_Health_Resources,Productivity_Change,Social_Isolation_Rating,Satisfaction_with_Remote_Work,Company_Support_for_Remote_Work,Physical_Activity,Sleep_Quality,Region
2181,EMP2182,35,Male,Data Scientist,Retail,18,Remote,47,9,4,Low,Depression/Anxiety/Burnout,No,No Change,5,Unsatisfied,4,Daily,Average,Europe
2182,EMP2183,40,Prefer not to say,Sales,Education,16,Remote,21,11,5,Low,No mental health conditions,Yes,Decrease,5,Neutral,1,Weekly,Poor,Oceania
2183,EMP2184,42,Male,Designer,Finance,26,Hybrid,39,3,3,Low,Depression/Anxiety/Burnout,Yes,Decrease,1,Unsatisfied,1,No Physical Activity,Average,Oceania
2184,EMP2185,29,Female,Designer,Finance,30,Hybrid,57,0,1,Low,Depression/Anxiety/Burnout,Yes,Decrease,2,Satisfied,5,Weekly,Good,Asia
2185,EMP2186,48,Prefer not to say,Software Engineer,Education,20,Hybrid,27,11,2,Medium,Depression/Anxiety/Burnout,No,Increase,2,Unsatisfied,3,Weekly,Average,North America
2186,EMP2187,26,Non-binary,Project Manager,Manufacturing,2,Hybrid,28,7,4,Low,Depression/Anxiety/Burnout,No,Decrease,4,Satisfied,1,Weekly,Poor,Africa
2187,EMP2188,42,Prefer not to say,Project Manager,Retail,33,Remote,29,7,5,Medium,Depression/Anxiety/Burnout,No,Decrease,1,Unsatisfied,4,Weekly,Poor,Africa
2188,EMP2189,54,Female,Marketing,Education,28,Remote,31,14,3,High,Depression/Anxiety/Burnout,Yes,No Change,3,Neutral,5,No Physical Activity,Average,North America
2189,EMP2190,50,Female,HR,Consulting,20,Onsite,42,1,3,High,Depression/Anxiety/Burnout,No,Decrease,2,Satisfied,5,Daily,Poor,South America
2190,EMP2191,59,Male,Sales,Manufacturing,35,Hybrid,43,9,3,Medium,Depression/Anxiety/Burnout,No,Decrease,5,Satisfied,1,No Physical Activity,Poor,South America
2191,EMP2192,43,Female,Marketing,Retail,29,Hybrid,57,12,5,Low,Depression/Anxiety/Burnout,No,Decrease,5,Satisfied,3,Weekly,Good,North America
2192,EMP2193,29,Male,Marketing,Consulting,7,Remote,47,9,2,Low,Depression/Anxiety/Burnout,No,Decrease,2,Satisfied,4,Weekly,Poor,Oceania
2193,EMP2194,41,Prefer not to say,Project Manager,Retail,7,Onsite,51,2,1,Low,Depression/Anxiety/Burnout,No,Increase,3,Unsatisfied,4,No Physical Activity,Good,Asia
2194,EMP2195,22,Male,Designer,Finance,12,Hybrid,26,7,2,High,Depression/Anxiety/Burnout,No,No Change,2,Neutral,3,Daily,Good,Asia
2195,EMP2196,31,Male,Software Engineer,Consulting,24,Onsite,22,11,3,Medium,Depression/Anxiety/Burnout,Yes,No Change,1,Neutral,4,No Physical Activity,Poor,Oceania
2196,EMP2197,43,Prefer not to say,Project Manager,Finance,19,Hybrid,52,6,2,Medium,Depression/Anxiety/Burnout,No,No Change,2,Neutral,2,Weekly,Poor,Europe
2197,EMP2198,56,Prefer not to say,Marketing,IT,2,Onsite,27,1,3,Medium,Depression/Anxiety/Burnout,No,Increase,3,Neutral,3,Weekly,Poor,Africa
2198,EMP2199,45,Non-binary,Project Manager,Consulting,16,Remote,20,7,5,Medium,No mental health conditions,Yes,Decrease,4,Neutral,3,Weekly,Good,North America
2199,EMP2200,30,Non-binary,HR,Healthcare,29,Onsite,21,6,3,Medium,Depression/Anxiety/Burnout,Yes,Increase,3,Satisfied,3,Weekly,Poor,South America
2200,EMP2201,48,Male,Software Engineer,Retail,13,Onsite,55,8,2,Medium,Depression/Anxiety/Burnout,Yes,No Change,2,Unsatisfied,5,Weekly,Average,Africa
2201,EMP2202,22,Male,Sales,Retail,9,Hybrid,60,10,1,Low,Depression/Anxiety/Burnout,Yes,Increase,2,Neutral,4,No Physical Activity,Good,North America
2202,EMP2203,57,Female,Software Engineer,Education,12,Hybrid,21,1,5,Low,Depression/Anxiety/Burnout,Yes,Decrease,1,Neutral,1,Weekly,Poor,Asia
2203,EMP2204,59,Male,HR,Finance,16,Hybrid,45,14,5,Medium,No mental health conditions,No,Increase,5,Satisfied,1,No Physical Activity,Poor,Europe
2204,EMP2205,52,Male,Software Engineer,Education,17,Remote,31,3,5,Medium,No mental health conditions,No,Decrease,2,Unsatisfied,3,No Physical Activity,Average,South America
2205,EMP2206,28,Non-binary,Designer,Finance,5,Remote,53,5,3,Low,Depression/Anxiety/Burnout,Yes,Decrease,4,Neutral,2,Weekly,Poor,Europe
2206,EMP2207,27,Female,Data Scientist,Consulting,27,Onsite,53,3,3,Low,Depression/Anxiety/Burnout,No,Decrease,2,Satisfied,3,Weekly,Good,Asia
2207,EMP2208,26,Non-binary,Designer,Education,29,Hybrid,52,4,3,Medium,Depression/Anxiety/Burnout,Yes,Decrease,3,Satisfied,3,Daily,Good,South America
2208,EMP2209,33,Male,Designer,IT,7,Remote,40,9,4,Low,No mental health conditions,No,Increase,3,Neutral,1,No Physical Activity,Average,Oceania
2209,EMP2210,22,Prefer not to say,HR,Manufacturing,11,Remote,54,0,2,High,Depression/Anxiety/Burnout,Yes,No Change,3,Satisfied,3,Weekly,Poor,Africa
2210,EMP2211,31,Male,Designer,Retail,35,Remote,46,13,1,Medium,Depression/Anxiety/Burnout,Yes,Increase,1,Neutral,1,Daily,Average,Europe
2211,EMP2212,48,Female,Data Scientist,Finance,14,Onsite,56,7,5,Medium,Depression/Anxiety/Burnout,Yes,No Change,5,Satisfied,3,No Physical Activity,Good,Asia
2212,EMP2213,28,Prefer not to say,HR,Manufacturing,30,Remote,44,12,2,Low,Depression/Anxiety/Burnout,Yes,No Change,2,Neutral,3,No Physical Activity,Poor,South America
2213,EMP2214,38,Female,HR,Manufacturing,21,Onsite,26,8,1,Low,Depression/Anxiety/Burnout,No,Increase,1,Satisfied,5,Daily,Good,Europe
2214,EMP2215,56,Prefer not to say,Project Manager,Healthcare,25,Hybrid,40,9,2,Medium,No mental health conditions,No,Decrease,2,Satisfied,1,No Physical Activity,Average,North America
2215,EMP2216,42,Non-binary,Sales,Finance,15,Remote,42,10,3,High,Depression/Anxiety/Burnout,No,Increase,5,Satisfied,2,Weekly,Average,Europe
2216,EMP2217,38,Male,Marketing,Finance,11,Remote,25,7,1,Low,Depression/Anxiety/Burnout,Yes,Increase,5,Satisfied,5,No Physical Activity,Poor,Oceania
2217,EMP2218,57,Non-binary,Project Manager,Finance,28,Hybrid,47,2,3,Medium,Depression/Anxiety/Burnout,Yes,Increase,2,Unsatisfied,2,No Physical Activity,Good,Oceania
2218,EMP2219,52,Male,Data Scientist,Retail,34,Onsite,32,8,2,High,Depression/Anxiety/Burnout,No,No Change,5,Neutral,5,No Physical Activity,Average,Africa
2219,EMP2220,30,Prefer not to say,HR,Consulting,25,Onsite,46,11,3,High,Depression/Anxiety/Burnout,No,Increase,5,Satisfied,5,Weekly,Good,Africa
2220,EMP2221,43,Non-binary,Sales,IT,23,Onsite,54,15,3,Medium,Depression/Anxiety/Burnout,Yes,Decrease,5,Unsatisfied,3,No Physical Activity,Poor,Africa
2221,EMP2222,25,Female,Project Manager,Education,34,Onsite,20,10,4,Low,Depression/Anxiety/Burnout,No,No Change,5,Unsatisfied,3,Daily,Good,North America
2222,EMP2223,37,Prefer not to say,Sales,Consulting,19,Remote,55,6,5,High,No mental health conditions,Yes,Decrease,3,Satisfied,4,Daily,Good,South America
2223,EMP2224,25,Prefer not to say,Sales,Finance,25,Remote,22,1,1,High,No mental health conditions,No,No Change,3,Neutral,2,Daily,Good,North America
2224,EMP2225,46,Male,HR,Manufacturing,31,Remote,37,4,4,Low,Depression/Anxiety/Burnout,Yes,No Change,3,Satisfied,3,Weekly,Poor,Asia
2225,EMP2226,59,Prefer not to say,Designer,Retail,29,Onsite,46,12,2,Medium,Depression/Anxiety/Burnout,No,Decrease,1,Neutral,5,Weekly,Good,North America
2226,EMP2227,42,Non-binary,Sales,Education,25,Onsite,46,15,3,Medium,Depression/Anxiety/Burnout,No,No Change,4,Unsatisfied,2,Weekly,Good,South America
2227,EMP2228,51,Male,HR,Consulting,5,Hybrid,51,11,4,High,No mental health conditions,No,No Change,4,Neutral,4,Weekly,Good,South America
2228,EMP2229,43,Non-binary,Designer,Healthcare,24,Hybrid,41,3,3,Medium,Depression/Anxiety/Burnout,No,Increase,4,Neutral,1,No Physical Activity,Poor,Africa
2229,EMP2230,26,Prefer not to say,Data Scientist,Finance,10,Onsite,24,3,1,Medium,Depression/Anxiety/Burnout,Yes,Increase,5,Unsatisfied,4,Weekly,Good,Oceania
2230,EMP2231,48,Male,Marketing,IT,31,Hybrid,48,5,4,Medium,Depression/Anxiety/Burnout,Yes,No Change,2,Unsatisfied,1,Weekly,Good,Asia
2231,EMP2232,44,Non-binary,Sales,Consulting,8,Hybrid,24,8,5,Medium,Depression/Anxiety/Burnout,No,No Change,3,Neutral,4,No Physical Activity,Good,Asia
2232,EMP2233,47,Prefer not to say,Data Scientist,Retail,4,Remote,45,10,3,Low,Depression/Anxiety/Burnout,Yes,Decrease,4,Satisfied,5,Daily,Good,South America
2233,EMP2234,36,Female,Marketing,Healthcare,21,Hybrid,34,3,5,Medium,Depression/Anxiety/Burnout,No,No Change,4,Unsatisfied,2,Daily,Average,Oceania
2234,EMP2235,46,Female,HR,Manufacturing,20,Onsite,44,2,1,Medium,No mental health conditions,Yes,Increase,2,Unsatisfied,3,Weekly,Average,Asia
2235,EMP2236,51,Female,Designer,Manufacturing,13,Remote,25,11,5,High,Depression/Anxiety/Burnout,No,No Change,2,Satisfied,2,Daily,Poor,Europe
2236,EMP2237,33,Non-binary,Marketing,Finance,25,Hybrid,37,9,2,Low,Depression/Anxiety/Burnout,Yes,No Change,1,Unsatisfied,4,No Physical Activity,Good,Oceania
2237,EMP2238,49,Non-binary,Marketing,Consulting,14,Hybrid,52,7,3,High,Depression/Anxiety/Burnout,No,No Change,3,Unsatisfied,5,No Physical Activity,Poor,South America
2238,EMP2239,26,Male,Marketing,Healthcare,27,Remote,56,5,3,High,Depression/Anxiety/Burnout,No,Increase,5,Unsatisfied,4,Weekly,Poor,South America
2239,EMP2240,43,Prefer not to say,Project Manager,Finance,5,Hybrid,45,10,3,High,Depression/Anxiety/Burnout,Yes,Increase,4,Satisfied,3,Daily,Poor,Africa
2240,EMP2241,26,Male,Sales,Consulting,17,Remote,46,8,2,Medium,Depression/Anxiety/Burnout,No,No Change,4,Satisfied,4,Weekly,Good,Oceania
2241,EMP2242,55,Non-binary,Project Manager,IT,34,Hybrid,52,7,5,Medium,Depression/Anxiety/Burnout,No,Increase,4,Satisfied,3,Weekly,Average,Europe
2242,EMP2243,23,Male,Project Manager,Education,30,Hybrid,28,12,1,Medium,Depression/Anxiety/Burnout,No,Increase,1,Satisfied,2,Daily,Good,Africa
2243,EMP2244,49,Prefer not to say,Project Manager,Consulting,13,Onsite,39,15,2,Medium,Depression/Anxiety/Burnout,Yes,Increase,1,Satisfied,2,No Physical Activity,Average,Africa
2244,EMP2245,36,Non-binary,HR,Manufacturing,23,Remote,44,13,5,Medium,No mental health conditions,No,Decrease,5,Neutral,4,Daily,Poor,Africa
2245,EMP2246,40,Prefer not to say,Software Engineer,Education,8,Remote,49,0,1,Low,Depression/Anxiety/Burnout,No,Decrease,4,Satisfied,1,Weekly,Average,South America
2246,EMP2247,59,Prefer not to say,Sales,IT,3,Onsite,32,9,2,High,Depression/Anxiety/Burnout,Yes,Decrease,4,Unsatisfied,3,Daily,Poor,Africa
2247,EMP2248,50,Male,Project Manager,Consulting,26,Onsite,36,13,1,High,Depression/Anxiety/Burnout,No,Decrease,3,Unsatisfied,5,No Physical Activity,Good,Asia
2248,EMP2249,25,Non-binary,Sales,Consulting,12,Hybrid,22,2,3,Low,Depression/Anxiety/Burnout,Yes,Increase,3,Unsatisfied,1,Weekly,Poor,Europe
2249,EMP2250,27,Non-binary,Marketing,IT,1,Onsite,57,11,4,High,Depression/Anxiety/Burnout,Yes,Increase,3,Neutral,2,No Physical Activity,Poor,South America
2250,EMP2251,36,Female,Designer,IT,8,Remote,33,14,1,Medium,No mental health conditions,Yes,Decrease,5,Unsatisfied,4,Weekly,Good,Europe
2251,EMP2252,36,Non-binary,HR,Finance,1,Hybrid,48,1,4,Low,Depression/Anxiety/Burnout,No,Increase,5,Satisfied,1,No Physical Activity,Good,Europe
2252,EMP2253,43,Male,Designer,Education,13,Remote,29,13,1,High,Depression/Anxiety/Burnout,Yes,Increase,3,Unsatisfied,5,Weekly,Poor,Oceania
2253,EMP2254,53,Non-binary,Software Engineer,IT,8,Onsite,53,12,5,High,Depression/Anxiety/Burnout,Yes,Increase,1,Unsatisfied,5,Daily,Average,Europe
2254,EMP2255,35,Non-binary,Sales,Manufacturing,24,Remote,29,13,3,Medium,Depression/Anxiety/Burnout,Yes,No Change,4,Neutral,4,No Physical Activity,Poor,Europe
2255,EMP2256,50,Non-binary,Designer,Finance,16,Remote,21,13,5,High,Depression/Anxiety/Burnout,Yes,Decrease,4,Neutral,4,Weekly,Average,Oceania
2256,EMP2257,39,Female,Software Engineer,Retail,15,Hybrid,52,7,5,Medium,No mental health conditions,Yes,Decrease,4,Neutral,3,Weekly,Average,North America
2257,EMP2258,35,Prefer not to say,Project Manager,Retail,25,Remote,34,3,1,Low,No mental health conditions,No,Increase,1,Unsatisfied,2,Daily,Poor,Africa
2258,EMP2259,54,Male,HR,Consulting,9,Remote,36,4,1,Low,Depression/Anxiety/Burnout,No,No Change,5,Unsatisfied,2,Weekly,Average,South America
2259,EMP2260,29,Male,Software Engineer,Consulting,23,Remote,42,11,2,Medium,Depression/Anxiety/Burnout,Yes,Increase,5,Satisfied,4,Weekly,Poor,Europe
2260,EMP2261,60,Male,Designer,Consulting,25,Onsite,56,14,2,Low,Depression/Anxiety/Burnout,No,Decrease,5,Satisfied,5,Daily,Good,South America
2261,EMP2262,24,Non-binary,Designer,IT,3,Onsite,39,0,4,High,Depression/Anxiety/Burnout,No,Decrease,4,Satisfied,1,Weekly,Good,North America
2262,EMP2263,51,Prefer not to say,Software Engineer,Consulting,13,Onsite,50,14,1,Medium,Depression/Anxiety/Burnout,No,Decrease,2,Unsatisfied,5,Weekly,Average,Oceania
2263,EMP2264,56,Non-binary,Software Engineer,Healthcare,34,Onsite,20,4,4,Medium,No mental health conditions,Yes,Increase,3,Neutral,1,No Physical Activity,Poor,Africa
2264,EMP2265,51,Female,Project Manager,Manufacturing,26,Hybrid,26,1,5,High,Depression/Anxiety/Burnout,Yes,Increase,2,Unsatisfied,5,Weekly,Average,North America
2265,EMP2266,42,Female,Project Manager,Consulting,1,Onsite,33,10,2,High,Depression/Anxiety/Burnout,No,No Change,3,Satisfied,4,Weekly,Average,Oceania
2266,EMP2267,51,Male,Marketing,Retail,33,Onsite,56,8,2,Medium,Depression/Anxiety/Burnout,Yes,Increase,1,Satisfied,2,Daily,Poor,South America
2267,EMP2268,27,Female,Designer,Retail,10,Onsite,44,9,2,Low,No mental health conditions,No,No Change,3,Unsatisfied,2,Weekly,Average,Europe
2268,EMP2269,24,Non-binary,Sales,Consulting,9,Remote,28,15,4,Medium,No mental health conditions,No,No Change,5,Unsatisfied,4,Weekly,Poor,Oceania
2269,EMP2270,23,Female,Marketing,Education,10,Remote,53,11,1,Medium,Depression/Anxiety/Burnout,Yes,Decrease,3,Neutral,4,Daily,Good,Asia
2270,EMP2271,24,Non-binary,Project Manager,Healthcare,17,Onsite,26,13,2,Low,Depression/Anxiety/Burnout,Yes,Increase,1,Satisfied,1,Daily,Average,Europe
2271,EMP2272,47,Female,Software Engineer,Healthcare,32,Hybrid,52,2,1,Low,Depression/Anxiety/Burnout,No,No Change,4,Neutral,5,No Physical Activity,Average,Africa
2272,EMP2273,35,Non-binary,Sales,Healthcare,23,Hybrid,26,0,1,Low,Depression/Anxiety/Burnout,Yes,No Change,2,Satisfied,1,Daily,Average,North America
2273,EMP2274,33,Non-binary,Designer,Education,30,Hybrid,20,9,3,High,No mental health conditions,Yes,Decrease,5,Unsatisfied,1,Daily,Good,Europe
2274,EMP2275,50,Female,Project Manager,Manufacturing,17,Onsite,26,14,2,High,No mental health conditions,Yes,No Change,5,Satisfied,1,Daily,Poor,Africa
2275,EMP2276,37,Prefer not to say,Data Scientist,Healthcare,29,Remote,57,4,4,High,Depression/Anxiety/Burnout,No,Increase,1,Neutral,1,Daily,Average,South America
2276,EMP2277,43,Male,Sales,Finance,31,Onsite,21,1,4,Low,Depression/Anxiety/Burnout,No,Decrease,3,Satisfied,3,No Physical Activity,Good,Europe
2277,EMP2278,45,Male,Project Manager,Consulting,19,Onsite,22,4,4,High,Depression/Anxiety/Burnout,Yes,Decrease,1,Satisfied,2,No Physical Activity,Average,South America
2278,EMP2279,59,Female,Data Scientist,Education,25,Onsite,29,14,2,Low,Depression/Anxiety/Burnout,No,No Change,4,Satisfied,1,Weekly,Average,Asia
2279,EMP2280,31,Male,Project Manager,IT,33,Onsite,37,3,4,High,No mental health conditions,Yes,No Change,4,Neutral,1,No Physical Activity,Good,North America
2280,EMP2281,60,Male,Data Scientist,Retail,19,Onsite,31,5,1,Medium,No mental health conditions,Yes,No Change,2,Unsatisfied,5,No Physical Activity,Poor,Asia
2281,EMP2282,35,Female,Project Manager,Retail,31,Hybrid,57,13,5,High,No mental health conditions,Yes,No Change,2,Unsatisfied,2,Weekly,Good,South America
2282,EMP2283,32,Female,Designer,Manufacturing,13,Onsite,27,2,4,Low,No mental health conditions,Yes,No Change,4,Unsatisfied,3,Weekly,Poor,Oceania
2283,EMP2284,25,Prefer not to say,Project Manager,Education,21,Onsite,49,2,3,Medium,Depression/Anxiety/Burnout,No,No Change,4,Unsatisfied,1,Daily,Average,Europe
2284,EMP2285,30,Female,Designer,Retail,12,Remote,36,3,2,High,Depression/Anxiety/Burnout,No,Decrease,2,Unsatisfied,2,Daily,Good,Africa
2285,EMP2286,50,Non-binary,Sales,Retail,10,Onsite,27,7,3,Low,Depression/Anxiety/Burnout,No,Decrease,5,Neutral,3,Daily,Poor,Europe
2286,EMP2287,39,Prefer not to say,Data Scientist,Retail,27,Remote,29,6,4,Medium,Depression/Anxiety/Burnout,No,Increase,5,Satisfied,3,Weekly,Good,Asia
2287,EMP2288,30,Female,Project Manager,Healthcare,24,Hybrid,24,0,1,Low,Depression/Anxiety/Burnout,Yes,No Change,5,Neutral,2,Weekly,Average,Oceania
2288,EMP2289,58,Prefer not to say,Sales,IT,25,Hybrid,26,6,2,High,Depression/Anxiety/Burnout,Yes,No Change,1,Neutral,5,Daily,Poor,South America
2289,EMP2290,41,Female,Data Scientist,IT,8,Hybrid,47,15,4,Low,No mental health conditions,No,Increase,5,Satisfied,5,Daily,Average,Africa
2290,EMP2291,42,Non-binary,Marketing,IT,19,Hybrid,47,1,2,Medium,Depression/Anxiety/Burnout,No,No Change,2,Satisfied,5,Weekly,Poor,Asia
2291,EMP2292,39,Non-binary,Sales,IT,26,Remote,52,5,3,Medium,Depression/Anxiety/Burnout,No,No Change,2,Unsatisfied,4,Daily,Good,Oceania
2292,EMP2293,48,Female,Data Scientist,Consulting,12,Remote,33,2,5,High,Depression/Anxiety/Burnout,Yes,No Change,5,Satisfied,2,No Physical Activity,Good,Europe
2293,EMP2294,38,Prefer not to say,Designer,Manufacturing,19,Hybrid,52,4,2,High,Depression/Anxiety/Burnout,Yes,Increase,2,Neutral,1,Daily,Average,Asia
2294,EMP2295,31,Prefer not to say,Marketing,Finance,35,Remote,43,12,1,Low,Depression/Anxiety/Burnout,No,Increase,1,Unsatisfied,1,Daily,Good,Oceania
2295,EMP2296,46,Male,Project Manager,IT,24,Hybrid,45,4,4,High,Depression/Anxiety/Burnout,No,Increase,3,Satisfied,5,Daily,Poor,North America
2296,EMP2297,59,Male,Software Engineer,Finance,23,Onsite,47,5,2,Low,Depression/Anxiety/Burnout,Yes,No Change,2,Unsatisfied,1,Daily,Average,South America
2297,EMP2298,22,Male,Marketing,Finance,2,Hybrid,32,7,4,High,Depression/Anxiety/Burnout,No,No Change,4,Satisfied,1,Weekly,Good,Africa
2298,EMP2299,58,Non-binary,HR,Consulting,24,Hybrid,33,7,5,Medium,No mental health conditions,No,Increase,1,Unsatisfied,1,No Physical Activity,Average,South America
2299,EMP2300,41,Prefer not to say,Data Scientist,Consulting,33,Onsite,21,9,3,High,Depression/Anxiety/Burnout,Yes,Increase,4,Unsatisfied,2,Weekly,Good,Europe
2300,EMP2301,49,Prefer not to say,Sales,Healthcare,26,Hybrid,45,12,5,High,Depression/Anxiety/Burnout,No,Increase,2,Unsatisfied,5,Daily,Average,Oceania
2301,EMP2302,34,Prefer not to say,Project Manager,Healthcare,4,Onsite,31,3,2,High,No mental health conditions,No,Decrease,3,Satisfied,2,No Physical Activity,Average,Africa
2302,EMP2303,28,Non-binary,Sales,Finance,23,Onsite,34,5,5,High,Depression/Anxiety/Burnout,No,Increase,5,Satisfied,4,Daily,Average,Oceania
2303,EMP2304,49,Male,Designer,Finance,13,Remote,40,2,5,Low,Depression/Anxiety/Burnout,No,Decrease,5,Neutral,1,No Physical Activity,Poor,North America
2304,EMP2305,32,Male,Marketing,Finance,29,Remote,26,12,1,Low,Depression/Anxiety/Burnout,Yes,No Change,3,Neutral,3,Daily,Poor,Europe
2305,EMP2306,28,Female,Sales,Retail,16,Remote,53,13,5,High,Depression/Anxiety/Burnout,No,Increase,1,Unsatisfied,5,No Physical Activity,Good,Europe
2306,EMP2307,29,Male,Data Scientist,IT,33,Remote,56,15,2,High,Depression/Anxiety/Burnout,No,Decrease,5,Satisfied,2,Weekly,Poor,Asia
2307,EMP2308,24,Female,Sales,Finance,29,Hybrid,29,8,5,Medium,Depression/Anxiety/Burnout,Yes,Decrease,1,Neutral,2,No Physical Activity,Average,South America
2308,EMP2309,46,Female,Data Scientist,Education,8,Onsite,54,10,3,Low,Depression/Anxiety/Burnout,No,Decrease,4,Satisfied,5,No Physical Activity,Good,Africa
2309,EMP2310,42,Male,Project Manager,IT,7,Remote,38,5,3,Low,Depression/Anxiety/Burnout,No,Decrease,3,Neutral,5,Daily,Poor,North America
2310,EMP2311,32,Prefer not to say,Data Scientist,Retail,4,Onsite,22,5,4,Medium,Depression/Anxiety/Burnout,No,No Change,5,Satisfied,5,Daily,Average,South America
2311,EMP2312,36,Non-binary,Marketing,Finance,16,Hybrid,52,0,1,Low,Depression/Anxiety/Burnout,No,Increase,4,Neutral,2,No Physical Activity,Good,South America
2312,EMP2313,25,Prefer not to say,Marketing,Education,23,Hybrid,47,12,3,High,Depression/Anxiety/Burnout,No,No Change,5,Unsatisfied,1,Daily,Average,Oceania
2313,EMP2314,42,Male,Designer,Consulting,25,Onsite,31,2,3,Low,Depression/Anxiety/Burnout,Yes,No Change,4,Unsatisfied,5,Weekly,Average,Europe
2314,EMP2315,53,Female,HR,Healthcare,7,Onsite,36,6,4,Low,No mental health conditions,Yes,No Change,1,Neutral,2,Weekly,Good,Europe
2315,EMP2316,31,Female,HR,IT,12,Hybrid,40,6,3,High,No mental health conditions,No,Increase,2,Satisfied,1,No Physical Activity,Poor,South America
2316,EMP2317,59,Male,Project Manager,Healthcare,31,Hybrid,48,11,1,Low,Depression/Anxiety/Burnout,Yes,Increase,3,Neutral,4,No Physical Activity,Average,Africa
2317,EMP2318,39,Male,Project Manager,Consulting,23,Hybrid,30,14,2,Medium,Depression/Anxiety/Burnout,Yes,No Change,2,Unsatisfied,2,Daily,Poor,Asia
2318,EMP2319,36,Non-binary,Software Engineer,Finance,9,Remote,32,10,5,Medium,Depression/Anxiety/Burnout,Yes,No Change,4,Neutral,1,Weekly,Poor,Oceania
2319,EMP2320,39,Male,Designer,Manufacturing,28,Hybrid,48,14,4,High,Depression/Anxiety/Burnout,No,Decrease,4,Unsatisfied,2,Weekly,Poor,North America
2320,EMP2321,25,Male,Sales,Retail,19,Remote,25,3,1,Low,Depression/Anxiety/Burnout,Yes,Decrease,5,Satisfied,2,No Physical Activity,Good,North America
2321,EMP2322,42,Male,Software Engineer,Consulting,8,Remote,35,0,1,High,Depression/Anxiety/Burnout,Yes,No Change,3,Satisfied,2,Daily,Poor,Europe
2322,EMP2323,57,Female,Software Engineer,Finance,4,Hybrid,32,1,5,High,Depression/Anxiety/Burnout,No,Increase,1,Neutral,4,No Physical Activity,Poor,North America
2323,EMP2324,28,Prefer not to say,HR,Consulting,26,Remote,42,2,2,Medium,No mental health conditions,No,Increase,3,Satisfied,2,No Physical Activity,Good,Oceania
2324,EMP2325,41,Male,Sales,Consulting,9,Hybrid,50,12,1,High,Depression/Anxiety/Burnout,Yes,No Change,4,Neutral,1,Weekly,Average,South America
2325,EMP2326,33,Prefer not to say,Software Engineer,Retail,22,Onsite,25,8,3,High,Depression/Anxiety/Burnout,No,Decrease,3,Satisfied,1,Daily,Average,North America
2326,EMP2327,51,Prefer not to say,Project Manager,IT,7,Onsite,31,15,3,High,Depression/Anxiety/Burnout,Yes,Decrease,5,Satisfied,2,Daily,Average,Oceania
2327,EMP2328,29,Prefer not to say,Software Engineer,Manufacturing,24,Remote,28,7,5,Low,No mental health conditions,No,No Change,1,Unsatisfied,2,No Physical Activity,Average,Europe
2328,EMP2329,48,Prefer not to say,Sales,Retail,6,Remote,27,6,1,Medium,No mental health conditions,No,Decrease,1,Unsatisfied,3,No Physical Activity,Poor,Oceania
2329,EMP2330,48,Non-binary,Data Scientist,Retail,14,Remote,58,14,2,Medium,No mental health conditions,Yes,Decrease,3,Satisfied,4,Weekly,Poor,South America
2330,EMP2331,46,Male,Designer,Healthcare,9,Onsite,22,8,4,Low,Depression/Anxiety/Burnout,No,Decrease,3,Unsatisfied,1,No Physical Activity,Average,Oceania
2331,EMP2332,23,Male,HR,Finance,9,Remote,20,4,3,Medium,No mental health conditions,No,Decrease,1,Unsatisfied,2,Daily,Poor,Oceania
2332,EMP2333,48,Non-binary,Marketing,Manufacturing,11,Remote,52,14,1,Low,Depression/Anxiety/Burnout,Yes,No Change,4,Unsatisfied,1,No Physical Activity,Poor,Oceania
2333,EMP2334,57,Female,HR,Retail,6,Remote,28,10,2,High,Depression/Anxiety/Burnout,No,Increase,3,Satisfied,1,Daily,Good,Oceania
2334,EMP2335,43,Non-binary,Designer,Manufacturing,26,Remote,51,15,2,High,Depression/Anxiety/Burnout,Yes,Decrease,3,Neutral,4,Weekly,Good,Oceania
2335,EMP2336,52,Female,Marketing,Education,35,Hybrid,57,0,2,Low,No mental health conditions,Yes,No Change,2,Satisfied,1,Weekly,Average,Oceania
2336,EMP2337,42,Prefer not to say,Data Scientist,Manufacturing,30,Onsite,33,1,5,High,Depression/Anxiety/Burnout,No,Decrease,5,Unsatisfied,4,Daily,Poor,Oceania
2337,EMP2338,47,Prefer not to say,Sales,Consulting,14,Remote,50,7,4,Low,Depression/Anxiety/Burnout,Yes,No Change,3,Neutral,4,Daily,Good,South America
2338,EMP2339,28,Female,Software Engineer,Consulting,27,Remote,54,5,2,Low,Depression/Anxiety/Burnout,No,Decrease,3,Unsatisfied,5,No Physical Activity,Poor,North America
2339,EMP2340,34,Prefer not to say,HR,Education,3,Hybrid,22,5,2,Low,No mental health conditions,No,Decrease,2,Unsatisfied,3,Weekly,Good,South America
2340,EMP2341,32,Male,Data Scientist,Manufacturing,21,Hybrid,37,8,1,Medium,No mental health conditions,Yes,Increase,1,Neutral,1,No Physical Activity,Poor,North America
2341,EMP2342,55,Male,Project Manager,Finance,29,Hybrid,52,5,1,Medium,Depression/Anxiety/Burnout,Yes,Decrease,3,Satisfied,4,Weekly,Poor,Asia
